商品编码,单证编号,单证名称
84414000,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84414000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84414000,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84414000,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84418010,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84418010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84418010,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84418010,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84418090,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84418090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84418090,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84418090,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84419010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84419090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84423010,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84423010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84423010,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84423010,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84423021,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，海关总署授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证书文
84423021,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84423021,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84423021,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84423029,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84423029,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84423029,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84423029,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84423090,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84423090,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84423090,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84423090,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84424000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84425000,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431100,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431100,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431100,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431100,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84431200,I-5-11,重点旧机电产品《进口许可证》
84431200,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431311,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431311,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431311,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431311,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84431312,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431312,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431312,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431312,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84431313,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431313,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431313,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431313,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84431319,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431319,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431319,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431319,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84431390,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431390,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431390,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431390,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84431400,I-5-11,重点旧机电产品《进口许可证》
84431400,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431500,I-5-11,重点旧机电产品《进口许可证》
84431500,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431600,I-5-11,重点旧机电产品《进口许可证》
84431600,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431700,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431700,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431700,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431700,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84431929,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84431929,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431929,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84431929,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84431980,I-5-11,重点旧机电产品《进口许可证》
84431980,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84433110,I-2-01-1,自己声明评价方式
84433110,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84433110,I-2-01-2,第三方认证方式
84433110,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433190,I-2-01-1,自己声明评价方式
84433190,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84433190,I-2-01-2,第三方认证方式
84433190,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433211,I-2-01-1,自己声明评价方式
84433211,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84433211,I-2-01-2,第三方认证方式
84433211,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433212,I-2-01-1,自己声明评价方式
84433212,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84433212,I-2-01-2,第三方认证方式
84433212,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433213,I-2-01-1,自己声明评价方式
84433213,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84433213,I-2-01-2,第三方认证方式
84433213,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433214,I-2-01-1,自己声明评价方式
84433214,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84433214,I-2-01-2,第三方认证方式
84433214,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433219,I-2-01-1,自己声明评价方式
84433219,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84433219,I-2-01-2,第三方认证方式
84433219,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433221,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84433221,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433221,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433221,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84433222,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84433222,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433222,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433222,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84433229,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84433229,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433229,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433229,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84433290,I-2-01,《3C证书》或《3C免办手册》或《3C免办证明》，国家指定的认证机构对列入强制性产品认证目录内的产品核发的认证合格证书（也包括符合规定情形时主管部门签发的免予办理3C认证的证明文件）
84433290,I-2-01-2,第三方认证方式
84433290,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433911,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433912,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433921,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433922,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433923,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433924,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433931,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84433931,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433931,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433931,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84433932,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84433932,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433932,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433932,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84433939,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
