商品编码,单证编号,单证名称
84433939,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433939,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433939,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84433990,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84433990,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433990,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84433990,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84439111,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，海关总署授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证书文
84439111,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84439111,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84439111,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84439119,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84439119,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，海关总署授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证书文
84439190,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84439190,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，海关总署授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证书文
84439910,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84439921,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84439929,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84439990,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84439990,I-5-11,重点旧机电产品《进口许可证》
84440010,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84440010,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84440010,I-5-09,《旧机电产品进口特别声明（1）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第1项、第2项内，但经国家特别许可的旧机电产品进口时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
84440010,I-5-10,《旧机电产品进口特别声明（2）》，进口列入《进口旧机电产品检验监管措施清单》管理措施表1第3项、第4项内，但制冷介质为非氟氯烃物质（CFCs）的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明
84440020,I-2-05,《装运前检验证书》或《免<进口旧机电产品装运前检验证书>进口特殊情况声明》，国家质检总局授权装运前检验机构签发的证明入境可用作原料的废物、进口列入《进口旧机电产品检验监管措施清单》管理措施表2的旧机电产品等符合进口技术规范及合同约定要求的证
84440020,I-5-08,《旧机电产品进口声明》，进口未列入《进口旧机电产品检验监管措施清单》的旧机电产品时，收用货单位向报检口岸检验检疫机构出具的对货物使用过程中的质量安全问题承担责任的声明。
